Date,Price_nom,Div_nom,Earn_nom,Yield_10yr,CPI,Stk_ret,Bnd_ret,Div_yield
1922-02-28,7.46,0.4683,0.3567,4.305,16.9,0.02726369863013689,0.003117739720642998,0.06415068493150684
1922-03-31,7.74,0.4725,0.39,4.3100000000000005,16.7,0.04281166219839139,0.0031218457893285034,0.06333780160857909
1922-04-30,8.21,0.4767,0.4233,4.3149999999999995,16.7,0.06585594315245502,0.003125951646014258,0.0615891472868217
1922-05-31,8.53,0.4808,0.4567,4.32,16.7,0.04385708485586659,0.0031300572907362323,0.058562728380024354
1922-06-30,8.45,0.485,0.49,4.325,16.7,-0.0046404845642828985,0.003134162723523737,0.056858147713950764
1922-07-31,8.51,0.4892,0.5233,4.33,16.8,0.01192504930966476,0.0031382679444127426,0.057893491124260364
1922-08-31,8.83,0.4933,0.5567,4.335,16.6,0.04243341167254222,0.0031423729534314493,0.05796709753231493
1922-09-30,9.06,0.4975,0.59,4.34,16.6,0.030742733106832842,0.00314647775061494,0.05634201585503964
1922-10-31,9.26,0.5017,0.6233,4.345,16.7,0.02668966151582053,0.0031505823359969654,0.05537527593818985
1922-11-30,8.8,0.5058,0.6567,4.35,16.8,-0.045124190064794734,0.0031546867096068354,0.054622030237581
1922-12-31,8.78,0.51,0.69,4.3549999999999995,16.9,0.002556818181818077,0.003158790871479855,0.05795454545454545
1923-01-31,8.9,0.5117,0.7142,4.36,16.8,0.018524107820804936,0.0031628948216457786,0.05828018223234625
1923-02-28,9.28,0.5133,0.7383,4.335,16.8,0.04750280898876391,0.005544042777643199,0.057674157303370784
1923-03-31,9.43,0.515,0.7625,4.31,16.8,0.020788433908045967,0.0055264345669503445,0.05549568965517242
1923-04-30,9.1,0.5167,0.7867,4.285,16.9,-0.030428596677271158,0.005508826435761449,0.054793213149522804
1923-05-31,8.67,0.5183,0.8108,4.26,16.9,-0.04250641025641022,0.0054912183922739555,0.05695604395604396
1923-06-30,8.34,0.52,0.835,4.234999999999999,17.0,-0.03306420607458671,0.00547361044470529,0.059976931949250294
1923-07-31,8.06,0.5217,0.8592,4.21,17.2,-0.028360311750599387,0.005456002601298637,0.06255395683453238
1923-08-31,8.1,0.5233,0.8833,4.185,17.1,0.010373242349048795,0.005438394870328267,0.06492555831265508
1923-09-30,8.15,0.525,0.9075,4.16,17.2,0.011574074074074181,0.005420787260086879,0.06481481481481483
1923-10-31,8.03,0.5267,0.9317,4.135,17.3,-0.00933844580777099,0.00540317977890048,0.06462576687116564
1923-11-30,8.27,0.5283,0.9558,4.109999999999999,17.3,0.03537048567870493,0.005385572435115282,0.06579078455790785
1923-12-31,8.55,0.53,0.98,4.085,17.3,0.03919790407093937,0.0053679652371037,0.06408706166868199
1924-01-31,8.83,0.5317,0.9758,4.06,17.3,0.03793079922027287,0.005350358193270122,0.062187134502923964
1924-02-29,8.87,0.5333,0.9717,4.043333333333333,17.2,0.009563042657606546,0.004661936510914844,0.06039637599093998
1924-03-31,8.7,0.535,0.9675,4.026666666666666,17.1,-0.014139421270199182,0.004649646504921279,0.060315670800450964
1924-04-30,8.5,0.5367,0.9633,4.01,17.0,-0.017847701149425244,0.004637355894685724,0.061689655172413795
1924-05-31,8.47,0.5383,0.9592,3.993333333333333,17.0,0.0017480392156863367,0.004625064681682556,0.06332941176470588
1924-06-30,8.63,0.54,0.955,3.9766666666666666,17.0,0.024203069657615206,0.004612772867389037,0.06375442739079103
1924-07-31,9.03,0.5417,0.9508,3.96,17.1,0.05158072614909215,0.004600480453286204,0.06276940903823869
1924-08-31,9.34,0.5433,0.9467,3.943333333333333,17.0,0.03934385382059813,0.004588187440859093,0.06016611295681064
1924-09-30,9.25,0.545,0.9425,3.9266666666666667,17.1,-0.004773376159885823,0.0045758938315971776,0.05835117773019272
1924-10-31,9.13,0.5467,0.9383,3.91,17.2,-0.008047747747747636,0.004563599626987935,0.0591027027027027
1924-11-30,9.64,0.5483,0.9342,3.8933333333333335,17.2,0.06086436655713756,0.004551304828528391,0.06005476451259583
1924-12-31,10.16,0.55,0.93,3.876666666666667,17.3,0.05869640387275221,0.004539009437715791,0.05705394190871369
1925-01-31,10.58,0.5542,0.9567,3.86,17.3,0.0458841863517061,0.004526713456052711,0.05454724409448819
1925-02-28,10.67,0.5583,0.9833,3.845,17.2,0.012904064272211802,0.004378986838941223,0.05276937618147448
1925-03-31,10.39,0.5625,1.01,3.83,17.3,-0.02184864104967188,0.004367818624018804,0.05271790065604499
1925-04-30,10.28,0.5667,1.037,3.815,17.2,-0.006041867179980898,0.0043566498215152905,0.054542829643888346
1925-05-31,10.61,0.5708,1.063,3.8,17.3,0.03672827496757458,0.004345480432378368,0.055525291828793774
1925-06-30,10.8,0.575,1.09,3.785,17.5,0.022423814011938603,0.004334310457563273,0.05419415645617342
1925-07-31,11.1,0.5792,1.117,3.77,17.7,0.03224691358024678,0.00432313989801969,0.05362962962962963
1925-08-31,11.25,0.5833,1.143,3.7550000000000003,17.7,0.017892642642642675,0.004311968754706852,0.05254954954954955
1925-09-30,11.51,0.5875,1.17,3.74,17.7,0.027462962962963022,0.004300797028578218,0.052222222222222225
1925-10-31,11.89,0.5917,1.197,3.725,17.7,0.037298725745728456,0.0042896247205979066,0.05140747176368375
1925-11-30,12.26,0.5958,1.223,3.71,18.0,0.035294365012615625,0.0042784518317247056,0.050109335576114376
1925-12-31,12.46,0.6,1.25,3.6950000000000003,17.9,0.020391517128874437,0.0042672783629209565,0.04893964110929853
1926-01-31,12.65,0.6075,1.249,3.68,17.9,0.019311797752809,0.004256104315155884,0.04875601926163724
1926-02-28,12.67,0.615,1.248,3.651666666666667,17.9,0.005632411067193699,0.0053387421705348714,0.04861660079051383
1926-03-31,11.81,0.6225,1.248,3.6233333333333335,17.8,-0.06378255722178361,0.0053191788205833035,0.04913180741910024
1926-04-30,11.48,0.63,1.247,3.595,17.9,-0.023497036409822147,0.005299616691580411,0.05334462320067739
1926-05-31,11.56,0.6375,1.246,3.566666666666667,17.8,0.011596254355400681,0.0052800557986514285,0.055531358885017416
1926-06-30,12.11,0.645,1.245,3.5383333333333336,17.7,0.05222750865051906,0.005260496156979322,0.05579584775086505
1926-07-31,12.62,0.6525,1.244,3.51,17.5,0.04660404624277459,0.005240937781793686,0.05388109000825764
1926-08-31,13.12,0.66,1.243,3.4816666666666665,17.4,0.043977812995245724,0.005221380688377408,0.05229793977812996
1926-09-30,13.32,0.6675,1.242,3.453333333333333,17.5,0.019483612804878092,0.005201824892071105,0.050876524390243906
1926-10-31,13.02,0.675,1.242,3.425,17.6,-0.0182995495495496,0.0051822704082638005,0.05067567567567568
1926-11-30,13.19,0.6825,1.241,3.3966666666666665,17.7,0.01742511520737322,0.005162717252396476,0.05241935483870968
1926-12-31,13.49,0.69,1.24,3.3683333333333327,17.7,0.02710386656558006,0.0051431654399702875,0.052312357846853674
1927-01-31,13.4,0.6967,1.229,3.34,17.5,-0.0023678033110946517,0.005123614986531466,0.05164566345441067
1927-02-28,13.66,0.7033,1.218,3.339166666666666,17.4,0.023776741293532355,0.0028110007228270284,0.05248507462686567
1927-03-31,13.87,0.71,1.208,3.3383333333333334,17.3,0.01970473401659345,0.002810329780927656,0.05197657393850658
1927-04-30,14.21,0.7167,1.197,3.3375,17.3,0.028819394376351948,0.0028096588342283457,0.05167267483777938
1927-05-31,14.7,0.7233,1.186,3.336666666666667,17.4,0.03872448979591825,0.002808987882727765,0.050900774102744545
1927-06-30,14.89,0.73,1.175,3.3358333333333334,17.6,0.017063492063492225,0.002808316926429022,0.04965986394557823
1927-07-31,15.22,0.7367,1.164,3.335,17.3,0.026285538392657237,0.002807645965330341,0.04947615849563465
1927-08-31,16.03,0.7433,1.153,3.3341666666666665,17.2,0.05728920280332894,0.0028069749994314996,0.048837056504599206
1927-09-30,16.94,0.75,1.143,3.3333333333333335,17.3,0.060667498440424295,0.002806304028731166,0.046787273861509666
1927-10-31,16.68,0.7567,1.132,3.3325,17.4,-0.011625836284927193,0.002805633053232892,0.044669421487603306
1927-11-30,17.06,0.7633,1.121,3.3316666666666666,17.3,0.02659522382094326,0.002804962072933792,0.045761390887290164
1927-12-31,17.46,0.77,1.11,3.3308333333333335,17.3,0.02720789370847987,0.002804291087834976,0.045134818288393906
1928-01-31,17.53,0.7767,1.133,3.33,17.3,0.007716208476517661,0.002803620097933779,0.04448453608247422
1928-02-29,17.32,0.7833,1.155,3.3525,17.1,-0.008255847119224224,0.0008613067595795165,0.044683399885909865
1928-03-31,18.25,0.79,1.177,3.375,17.1,0.05749615088529647,0.0008816123311230495,0.04561200923787529
1928-04-30,19.4,0.7967,1.2,3.3975,17.1,0.06665159817351607,0.0009019107134029536,0.04365479452054794
1928-05-31,20.0,0.8033,1.222,3.42,17.2,0.03437843642611682,0.0009222019153192207,0.04140721649484536
1928-06-30,19.02,0.81,1.245,3.4425,17.1,-0.04562500000000003,0.0009424859457480839,0.0405
1928-07-31,19.16,0.8167,1.268,3.465,17.1,0.01093892393971263,0.0009627628135466804,0.042939011566771816
1928-08-31,19.78,0.8233,1.29,3.4875,17.1,0.03593989213639537,0.000983032527559713,0.04296972860125261
1928-09-30,21.17,0.83,1.312,3.51,17.3,0.07376980114593867,0.0010032950966072374,0.04196157735085945
1928-10-31,21.6,0.8367,1.335,3.5324999999999998,17.2,0.02360533774208773,0.0010235505294913239,0.03952290977798772
1928-11-30,23.06,0.8433,1.357,3.555,17.2,0.07084606481481459,0.001043798835001164,0.03904166666666667
1928-12-31,23.15,0.85,1.38,3.5775,17.1,0.006974559121133206,0.0010640400218997481,0.03686036426712923
1929-01-31,24.86,0.86,1.399,3.6,17.1,0.07696184305255582,0.0010842740989398525,0.03714902807775378
1929-02-28,24.99,0.87,1.418,3.5741666666666667,17.1,0.008145615446500498,0.005077486423984201,0.03499597747385358
1929-03-31,25.43,0.88,1.438,3.5483333333333333,17.0,0.020541549953314808,0.005059386333969407,0.035214085634253704
1929-04-30,25.28,0.89,1.457,3.5225,16.9,-0.002982042207366531,0.005041286779090104,0.034998033818324815
1929-05-31,25.66,0.9,1.476,3.4966666666666666,17.0,0.01799841772151889,0.0050231877696953475,0.03560126582278481
1929-06-30,26.15,0.91,1.495,3.470833333333333,17.1,0.022051182125227164,0.005005089316161282,0.035463756819953236
1929-07-31,28.48,0.92,1.514,3.4450000000000003,17.3,0.09203314212874458,0.0049869914289035755,0.03518164435946463
1929-08-31,30.1,0.93,1.533,3.4191666666666665,17.3,0.059603230337078816,0.004968894118370093,0.032654494382022475
1929-09-30,31.3,0.94,1.552,3.3933333333333335,17.3,0.042469545957918076,0.004950797395038009,0.031229235880398668
1929-10-31,27.99,0.95,1.572,3.3674999999999997,17.3,-0.10322151224707143,0.0049327012694242445,0.03035143769968051
1929-11-30,20.58,0.96,1.591,3.341666666666667,17.3,-0.2618792425866382,0.004914605752072587,0.03429796355841372
1929-12-31,21.4,0.97,1.61,3.315833333333333,17.2,0.04377227081308721,0.004896510853565683,0.047133138969873666
1930-01-31,21.71,0.9708,1.557,3.29,17.1,0.01826635514018693,0.004878416584520595,0.04536448598130841
1930-02-28,23.07,0.9717,1.503,3.2941666666666665,17.0,0.0663737908797788,0.002353448593974683,0.044758175955780743
1930-03-31,23.94,0.9725,1.45,3.2983333333333333,16.9,0.041224172807397874,0.002356892033745117,0.042154312960554836
1930-04-30,25.46,0.9733,1.397,3.3024999999999998,17.0,0.06688004734057351,0.0023603353261214544,0.04065580618212197
1930-05-31,23.94,0.9742,1.343,3.3066666666666666,16.9,-0.056512830583922535,0.0023637784711241228,0.03826394344069128
1930-06-30,21.52,0.975,1.29,3.310833333333333,16.8,-0.09769214703425233,0.0023672214687677773,0.040726817042606514
1930-07-31,21.06,0.9758,1.237,3.3150000000000004,16.6,-0.017596809169764582,0.002370664319072402,0.04534386617100372
1930-08-31,20.79,0.9767,1.183,3.319166666666667,16.5,-0.00895576131687248,0.0023741070220568705,0.046377018043684715
1930-09-30,20.78,0.9775,1.13,3.3233333333333333,16.6,0.0034371492704827755,0.002377549577741167,0.04701779701779702
1930-10-31,17.92,0.9783,1.077,3.3275,16.5,-0.13370909528392683,0.0023809919861397244,0.04707892204042348
1930-11-30,16.62,0.9792,1.023,3.3316666666666666,16.4,-0.06799107142857141,0.0023844342472729707,0.05464285714285714
1930-12-31,15.51,0.98,0.97,3.3358333333333325,16.1,-0.06187324508624148,0.0023878763611593357,0.05896510228640192
1931-01-31,15.98,0.9667,0.94,3.34,15.9,0.0354969911884806,0.002391318327817027,0.062327530625402965
1931-02-28,17.2,0.9533,0.91,3.3683333333333327,15.7,0.08131675010429706,0.0003858756027219634,0.0596558197747184
1931-03-31,17.53,0.94,0.88,3.3966666666666665,15.6,0.023740310077519533,0.00041212778038945963,0.05465116279069767
1931-04-30,15.86,0.9267,0.85,3.425,15.5,-0.09085995436394756,0.0004383671105547826,0.052863662293211634
1931-05-31,14.33,0.9133,0.82,3.453333333333333,15.3,-0.09167034468263968,0.0004645936147500418,0.05758511979823455
1931-06-30,13.87,0.9,0.79,3.4816666666666665,15.1,-0.026866713189113822,0.0004908073144558323,0.0628053035589672
1931-07-31,14.33,0.8867,0.76,3.51,15.1,0.03849254986782036,0.0005170082310939073,0.0639293439077145
1931-08-31,13.9,0.8733,0.73,3.5383333333333336,15.1,-0.024928471737613367,0.0005431963860236255,0.06094207955338451
1931-09-30,11.83,0.86,0.7,3.566666666666667,15.0,-0.14376498800959225,0.0005693718005514992,0.061870503597122296
1931-10-31,10.25,0.8467,0.67,3.595,14.9,-0.1275943927867006,0.0005955344959263087,0.07157227387996619
1931-11-30,10.39,0.8333,0.64,3.6233333333333335,14.7,0.020433333333333303,0.0006216844933353283,0.08129756097560976
1931-12-31,8.44,0.82,0.61,3.651666666666667,14.6,-0.18110362528071877,0.0006478218139127634,0.07892204042348411
1932-01-31,8.3,0.7933,0.5933,3.68,14.3,-0.008754936808846536,0.0006739464787368643,0.09399289099526068
1932-02-29,8.23,0.7667,0.5767,3.649166666666667,14.1,-0.000735943775100445,0.005543993878641462,0.09237349397590361
1932-03-31,8.26,0.74,0.56,3.6183333333333336,14.0,0.011138112596192906,0.005523020232846676,0.0899149453219927
1932-04-30,6.28,0.7133,0.5433,3.5875000000000004,13.9,-0.23251311541565778,0.0055020487625689896,0.08635593220338984
1932-05-31,5.51,0.6867,0.5267,3.5566666666666666,13.7,-0.11349920382165612,0.005481079489384921,0.10934713375796178
1932-06-30,4.77,0.66,0.51,3.525833333333334,13.6,-0.1243194192377497,0.005460112434946041,0.11978221415607987
1932-07-31,5.01,0.6333,0.4933,3.495,13.6,0.0613784067085954,0.005439147620985407,0.1327672955974843
1932-08-31,7.53,0.6067,0.4767,3.464166666666667,13.5,0.5130854956753161,0.0054181850693173494,0.12109780439121758
1932-09-30,8.26,0.58,0.46,3.4333333333333336,13.4,0.10336432049579458,0.0053972248018370195,0.07702523240371845
1932-10-31,7.12,0.5533,0.4433,3.4025,13.3,-0.13243240516545596,0.00537626684052106,0.06698547215496369
1932-11-30,7.05,0.5267,0.4267,3.3716666666666666,13.2,-0.0036669007490637284,0.0053553112074280484,0.07397471910112359
1932-12-31,6.82,0.5,0.41,3.3408333333333338,13.1,-0.026713947990543607,0.005334357924698274,0.07092198581560284
1933-01-31,7.09,0.495,0.4125,3.31,12.9,0.045637829912023475,0.0053134070145546275,0.07258064516129031
1933-02-28,6.25,0.49,0.415,3.2941666666666674,12.7,-0.1127174424071462,0.004038706179321672,0.0691114245416079
1933-03-31,6.23,0.485,0.4175,3.2783333333333333,12.6,0.003266666666666751,0.004026950851643507,0.0776
1933-04-30,6.89,0.48,0.42,3.2624999999999997,12.6,0.11235955056179758,0.004015194975596881,0.07704654895666131
1933-05-31,8.87,0.475,0.4225,3.2466666666666666,12.6,0.29311804547653586,0.004003438552481864,0.06894049346879536
1933-06-30,10.39,0.47,0.425,3.2308333333333334,12.7,0.1757797820368283,0.003991681583607187,0.05298759864712514
1933-07-31,11.23,0.465,0.4275,3.215,13.1,0.0845765158806544,0.0039799240702842464,0.04475457170356112
1933-08-31,10.67,0.46,0.43,3.1991666666666667,13.2,-0.046452953398634644,0.003968166013822216,0.04096170970614426
1933-09-30,10.58,0.455,0.4325,3.1833333333333336,13.2,-0.004881287097782017,0.0039564074155378215,0.042642924086223055
1933-10-31,9.55,0.45,0.435,3.1675000000000004,13.2,-0.09380907372400749,0.003944648276751783,0.04253308128544424
1933-11-30,9.78,0.445,0.4375,3.151666666666667,13.2,0.027966841186736424,0.003932888598781048,0.04659685863874345
1933-12-31,9.97,0.44,0.44,3.1358333333333333,13.2,0.023176550783913008,0.003921128382951888,0.044989775051124746
1934-01-31,10.54,0.4408,0.4442,3.12,13.2,0.06085590103644267,0.003909367630593241,0.04421263791374122
1934-02-28,11.32,0.4417,0.4483,3.0925,13.3,0.07749604680581923,0.004881965773124497,0.041907020872865276
1934-03-31,10.74,0.4425,0.4525,3.065,13.3,-0.04797924028268552,0.004862906109942777,0.03909010600706714
1934-04-30,10.92,0.4433,0.4567,3.0375000000000005,13.3,0.02019941030415895,0.004843847684310232,0.0412756052141527
1934-05-31,9.81,0.4442,0.4608,3.0100000000000002,13.3,-0.09825854700854697,0.004824790510513655,0.040677655677655675
1934-06-30,9.94,0.445,0.465,2.9825,13.4,0.017031940197077766,0.004805734602887357,0.045361875637105
1934-07-31,9.47,0.4458,0.4692,2.955,13.4,-0.043546277665995836,0.004786679975814501,0.04484909456740443
1934-08-31,9.1,0.4467,0.4733,2.9275,13.4,-0.03513991552270346,0.004767626643726652,0.047170010559662086
1934-09-30,8.88,0.4475,0.4775,2.9000000000000004,13.6,-0.020077838827838757,0.004748574621104007,0.04917582417582418
1934-10-31,8.95,0.4483,0.4817,2.8724999999999996,13.5,0.012089902402402153,0.004729523922475609,0.050484234234234225
1934-11-30,9.2,0.4492,0.4858,2.8449999999999998,13.5,0.032115456238361206,0.004710474562417133,0.050189944134078214
1934-12-31,9.26,0.45,0.49,2.8175,13.4,0.010597826086956585,0.0046914265555602075,0.04891304347826087
1935-01-31,9.26,0.45,0.57,2.79,13.6,0.004049676025917881,0.004672379916579095,0.04859611231101512
1935-02-28,8.98,0.45,0.65,2.7783333333333333,13.7,-0.026187904967602593,0.003295153021805497,0.04859611231101512
1935-03-31,8.41,0.45,0.73,2.7666666666666666,13.7,-0.05929844097995551,0.003286266197471077,0.05011135857461024
1935-04-30,9.04,0.446667,0.756667,2.755,13.8,0.07933677170035658,0.003277378911536788,0.05311141498216409
1935-05-31,9.75,0.443333,0.783333,2.743333333333333,13.8,0.08262659476401191,0.003268491164354348,0.0490412610619469
1935-06-30,10.12,0.44,0.81,2.731666666666667,13.7,0.04170940170940174,0.0032596029562843576,0.04512820512820513
1935-07-31,10.65,0.44,0.793333,2.72,13.7,0.05599472990777343,0.00325071428768009,0.04347826086956522
1935-08-31,11.37,0.44,0.776667,2.708333333333333,13.7,0.07104851330203443,0.0032418251589030334,0.04131455399061033
1935-09-30,11.61,0.44,0.76,2.6966666666666668,13.7,0.024333040164174813,0.0032329355703100138,0.03869832893579596
1935-10-31,11.92,0.45,0.76,2.685,13.7,0.02993109388458226,0.003224045522258079,0.03875968992248062
1935-11-30,13.04,0.46,0.76,2.6733333333333333,13.8,0.09717561521252804,0.0032151550151109376,0.03859060402684564
1935-12-31,13.04,0.47,0.76,2.6616666666666666,13.8,0.0030035787321063268,0.0032062640492254157,0.036042944785276074
1936-01-31,13.76,0.48,0.77,2.65,13.8,0.05828220858895694,0.0031973726249656664,0.03680981595092025
1936-02-29,14.55,0.49,0.78,2.6525,13.8,0.06038032945736438,0.001966429210844778,0.03561046511627907
1936-03-31,14.86,0.5,0.79,2.6550000000000002,13.7,0.02416953035509728,0.001968490675903656,0.034364261168384876
1936-04-30,14.88,0.516667,0.82,2.6574999999999998,13.7,0.004243309780170623,0.0019705520903388063,0.034768977119784654
1936-05-31,14.09,0.533333,0.85,2.66,13.7,-0.05010454189068114,0.0019726134541515616,0.03584227150537634
1936-06-30,14.69,0.55,0.88,2.6625,13.8,0.04583629051336646,0.0019746747673452525,0.0390347764371895
1936-07-31,15.56,0.57,0.9,2.665,13.9,0.062457454050374395,0.001976736029921211,0.03880190605854322
1936-08-31,15.87,0.59,0.92,2.6675000000000004,14.0,0.02308269065981139,0.001978797241886765,0.037917737789203085
1936-09-30,16.05,0.61,0.94,2.67,14.0,0.014545263600084013,0.0019808584032432464,0.038437303087586645
1936-10-31,16.89,0.646667,0.966667,2.6725000000000003,14.0,0.05569401349948078,0.0019829195139919875,0.04029077881619937
1936-11-30,17.36,0.683333,0.993333,2.675,14.0,0.03119860371028227,0.001984980574140316,0.0404578448786264
1936-12-31,17.06,0.72,1.02,2.6774999999999998,14.0,-0.01382488479262689,0.001987041583689564,0.041474654377880185
1937-01-31,17.59,0.73,1.05,2.68,14.1,0.03463266901133277,0.001989102542643062,0.04279015240328254
1937-02-28,18.11,0.74,1.08,2.67,14.1,0.03306803107826428,0.003067702270326933,0.04206935758953951
1937-03-31,18.09,0.75,1.11,2.66,14.2,0.0023467697404748744,0.0030600079420906034,0.041413583655438985
1937-04-30,17.01,0.78,1.13,2.6500000000000004,14.3,-0.05610834715312307,0.0030523132214586024,0.04311774461028193
1937-05-31,16.25,0.81,1.15,2.64,14.4,-0.04071134626690198,0.003044618108606789,0.047619047619047616
1937-06-30,15.64,0.84,1.17,2.63,14.4,-0.033230769230769175,0.003036922603711245,0.05169230769230769
1937-07-31,16.57,0.816667,1.18667,2.62,14.5,0.06381429560954821,0.0030292267069484957,0.05221656010230179
1937-08-31,16.74,0.793333,1.20333,2.6100000000000003,14.5,0.014249311003821985,0.0030215304184955105,0.04787767048883524
1937-09-30,14.37,0.77,1.22,2.6,14.6,-0.1377439267224213,0.003013833738529037,0.04599761051373955
1937-10-31,12.28,0.78,1.19,2.59,14.6,-0.14091858037578286,0.003006136667226933,0.054279749478079335
1937-11-30,11.2,0.79,1.16,2.58,14.5,-0.08258686210640609,0.002998439204766612,0.06433224755700326
1937-12-31,11.02,0.8,1.13,2.57,14.4,-0.010119047619047583,0.002990741351326154,0.07142857142857144
1938-01-31,11.31,0.793333,1.07667,2.56,14.2,0.03231498033877789,0.0029830431070836383,0.07199029038112523
1938-02-28,11.04,0.786667,1.02333,2.5433333333333334,14.1,-0.018076429413498518,0.0035535981519414506,0.06955499557913351
1938-03-31,10.31,0.78,0.97,2.5266666666666664,14.1,-0.06023550724637672,0.003541260085117459,0.07065217391304349
1938-04-30,9.89,0.766667,0.903333,2.51,14.2,-0.03454035725832527,0.003528921561166687,0.07436149369544132
1938-05-31,9.98,0.753333,0.836667,2.493333333333333,14.1,0.015447699696663264,0.0035165825818943564,0.07617118301314459
1938-06-30,10.21,0.74,0.77,2.4766666666666666,14.1,0.029225116900467807,0.003504243149115238,0.07414829659318636
1938-07-31,12.24,0.713333,0.72,2.46,14.1,0.20464685765589286,0.0034919032646472115,0.06986611165523995
1938-08-31,12.31,0.686667,0.67,2.4433333333333334,14.1,0.010393974673202688,0.003479562930311486,0.056100245098039216
1938-09-30,11.75,0.66,0.62,2.4266666666666667,14.1,-0.04102355808285951,0.0034672221479332688,0.05361494719740049
1938-10-31,13.06,0.61,0.626667,2.4099999999999997,14.0,0.11581560283687953,0.003454880919342651,0.05191489361702128
1938-11-30,13.07,0.56,0.633333,2.393333333333333,14.0,0.004338948443083135,0.0034425392463728333,0.042879019908116385
1938-12-31,12.69,0.51,0.64,2.3766666666666665,14.0,-0.02582249426166794,0.0034301971308623447,0.03902065799540933
1939-01-31,12.5,0.513333,0.663333,2.36,14.0,-0.011601438140267817,0.0034178545746530453,0.040451773049645395
1939-02-28,12.4,0.516667,0.686667,2.3474999999999997,13.9,-0.004555553333333351,0.0030403261128524317,0.04133336
1939-03-31,12.39,0.52,0.71,2.335,13.9,0.0026881720430107503,0.0030308335208182324,0.041935483870967745
1939-04-30,10.83,0.523333,0.726667,2.3225,13.8,-0.12238812886736616,0.0030213404593337767,0.042238337368845844
1939-05-31,11.23,0.526667,0.743333,2.31,13.8,0.04098697291474296,0.0030118469289213134,0.048630378578024006
1939-06-30,11.43,0.53,0.76,2.2975000000000003,13.8,0.021742356782427974,0.0030023529300982066,0.047195013357079256
1939-07-31,11.71,0.54,0.776667,2.285,13.8,0.0284339457567806,0.0029928584633891475,0.04724409448818898
1939-08-31,11.54,0.55,0.793333,2.2725,13.8,-0.010603472815257864,0.0029833635293172733,0.04696840307429547
1939-09-30,12.77,0.56,0.81,2.26,14.1,0.11062969381860199,0.0029738681284086077,0.04852686308492202
1939-10-31,12.9,0.58,0.84,2.2475,14.0,0.013965022187418574,0.0029643722611847334,0.04541895066562255
1939-11-30,12.67,0.6,0.87,2.2350000000000003,14.0,-0.013953488372092981,0.0029548759281743386,0.046511627906976744
1939-12-31,12.37,0.62,0.9,2.2225,14.0,-0.019600105235464516,0.0029453791299058896,0.0489344909234412
1940-01-31,12.3,0.623333,0.93,2.21,13.9,-0.001459626785233037,0.0029358818669042996,0.0503907033144705
1940-02-29,12.22,0.626667,0.96,2.1883333333333335,14.0,-0.0022583536585366604,0.003736239678477471,0.05094853658536585
1940-03-31,12.15,0.63,0.99,2.166666666666667,14.0,-0.001432078559738148,0.00372068321216501,0.05155482815057283
1940-04-30,12.27,0.636667,1.00667,2.145,14.0,0.014243257887517125,0.003705126861927477,0.05240057613168724
1940-05-31,10.58,0.643333,1.02333,2.1233333333333335,14.0,-0.13336502988318388,0.0036895706336079748,0.05243137734311329
1940-06-30,9.67,0.65,1.04,2.1016666666666666,14.1,-0.08089161940768741,0.0036740145330722562,0.0614366729678639
1940-07-31,9.99,0.656667,1.05333,2.08,14.0,0.03875100827300937,0.00365845856619762,0.0679076525336091
1940-08-31,10.2,0.663333,1.06667,2.0583333333333336,14.0,0.02655432932932933,0.0036429027388766855,0.0663996996996997
1940-09-30,10.63,0.67,1.08,2.0366666666666666,14.0,0.04763071895424864,0.0036273470570251654,0.06568627450980392
1940-10-31,10.73,0.67,1.07,2.015,14.0,0.014659767952336145,0.0036117915265663214,0.06302916274694262
1940-11-30,10.98,0.67,1.06,1.9933333333333334,14.0,0.02850264057160623,0.0035962361534480625,0.06244175209692451
1940-12-31,10.53,0.67,1.05,1.9716666666666665,14.1,-0.035898603521554384,0.0035806809436291775,0.0610200364298725
1941-01-31,10.55,0.673333,1.05333,1.95,14.1,0.0072280231085788404,0.003565125903083999,0.06394425451092117
1941-02-28,9.89,0.676667,1.05667,1.9925,14.1,-0.05721432069510268,-0.002179937698904899,0.06413905213270142
1941-03-31,9.95,0.68,1.06,2.035,14.2,0.01179642736771136,-0.0021368010300836238,0.06875631951466127
1941-04-30,9.64,0.683333,1.07,2.0775,14.3,-0.025432721943048464,-0.0020937048221689736,0.06867668341708542
1941-05-31,9.43,0.686667,1.08,2.12,14.4,-0.01584831431535272,-0.0020506489561407104,0.07123101659751037
1941-06-30,9.76,0.69,1.09,2.1625,14.7,0.04109225874867439,-0.0020076333134825264,0.07317073170731707
1941-07-31,10.26,0.693333,1.12333,2.205,14.7,0.05714935963114742,-0.001964657776192036,0.07103821721311475
1941-08-31,10.21,0.696667,1.15667,2.2474999999999996,14.9,0.0007851445743991547,-0.001921722226773559,0.06790126705653023
1941-09-30,10.24,0.7,1.19,2.29,15.1,0.008651648710414683,-0.0018788265482282407,0.06856023506366307
1941-10-31,9.83,0.703333,1.18,2.3325,15.3,-0.03431532389322911,-0.0018359706240665963,0.06868486328125
1941-11-30,9.37,0.706667,1.17,2.3750000000000004,15.4,-0.0408047897592404,-0.0017931543382894155,0.07188880976602238
1941-12-31,8.76,0.71,1.16,2.4175,15.5,-0.05878690857346136,-0.0017503775754016404,0.07577374599786553
